Num,Acct,Acct1,Type,Date,Num,Name,Memo,Split,Debit,Credit
3137,Revenue,Total Deborah Wood Equity - Other,Invoice,04/28/2018,71066,Godwin Lighting Depot:Store #909,Halogen Lamp 20 watts Luminous Intensity,Accounts Receivable,,43.20
3138,Revenue,Total Deborah Wood Equity - Other,Invoice,04/28/2018,71066,Godwin Lighting Depot:Store #909,Specialty Bulbs 100 watt (6 pack),Accounts Receivable,,19.80
3139,Revenue,Total Deborah Wood Equity - Other,Invoice,04/28/2018,71066,Godwin Lighting Depot:Store #909,Specialty Stage & Studio Bulbs  60 watt,Accounts Receivable,,52.65
3140,Revenue,Total Deborah Wood Equity - Other,Invoice,04/28/2018,71067,Dan A. North Builders:Wagner Suites,Colonial Brushed Steel Finish Opal White Glass (60 watt),Accounts Receivable,,2100.00
3141,Revenue,Total Deborah Wood Equity - Other,Invoice,04/28/2018,71067,Dan A. North Builders:Wagner Suites,Beveled Mirror Etched Ribbed Glass (75 watt max),Accounts Receivable,,2400.00
3142,Revenue,Total Deborah Wood Equity - Other,Invoice,04/28/2018,71067,Dan A. North Builders:Wagner Suites,Specialty Stage & Studio Bulbs  60 watt,Accounts Receivable,,65.00
3143,Revenue,Total Deborah Wood Equity - Other,Invoice,04/28/2018,71067,Dan A. North Builders:Wagner Suites,Specialty Bulbs 100 watt (6 pack),Accounts Receivable,,275.00
3144,Revenue,Total Deborah Wood Equity - Other,Invoice,04/28/2018,71067,Dan A. North Builders:Wagner Suites,Flush Mount Polished Brass (2 13 watt)  White acrylic diffuser,Accounts Receivable,,2975.00
3145,Revenue,Total Deborah Wood Equity - Other,Invoice,04/28/2018,71067,Dan A. North Builders:Wagner Suites,Fluorescent Lamp T-12 Medium Bipin  (30pack),Accounts Receivable,,75.00
3146,Revenue,Total Deborah Wood Equity - Other,Invoice,05/02/2018,71062,Godwin Lighting Depot:Store #404,Black Finish Solid Brass Clear Glass Hanging 2-60 watt max.,Accounts Receivable,,113.40
3147,Revenue,Total Deborah Wood Equity - Other,Invoice,05/02/2018,71062,Godwin Lighting Depot:Store #404,Black Finish Solid BrassWall Mount w/Clear Glass (2x60watt max),Accounts Receivable,,337.50
3148,Revenue,Total Deborah Wood Equity - Other,Invoice,05/02/2018,71062,Godwin Lighting Depot:Store #404,Tapestry (8/60 watt)  Faux Alabaster Glass,Accounts Receivable,,540.00
3149,Revenue,Total Deborah Wood Equity - Other,Invoice,05/02/2018,71062,Godwin Lighting Depot:Store #404,Athena Collection (100 watt max) Copper Verde Seeded Glass,Accounts Receivable,,405.00
3150,Revenue,Total Deborah Wood Equity - Other,Invoice,05/02/2018,71062,Godwin Lighting Depot:Store #404,Broadway Collection Polished Chrome 4 Light (60 watt max),Accounts Receivable,,126.90
3151,Revenue,Total Deborah Wood Equity - Other,Invoice,05/02/2018,71062,Godwin Lighting Depot:Store #404,Halogen Lamp Volts:3.5  Tubular,Accounts Receivable,,9.90
3152,Revenue,Total Deborah Wood Equity - Other,Invoice,05/02/2018,71062,Godwin Lighting Depot:Store #404,Specialty Bulbs 100 watt (6 pack),Accounts Receivable,,19.80
3153,Revenue,Total Deborah Wood Equity - Other,Invoice,05/02/2018,71062,Godwin Lighting Depot:Store #404,Specialty Stage & Studio Bulbs  60 watt,Accounts Receivable,,40.95
3154,Revenue,Total Deborah Wood Equity - Other,Invoice,05/02/2018,71062,Godwin Lighting Depot:Store #404,Fluorescent Lamp T-12 Medium Bipin  (30pack),Accounts Receivable,,13.50
3155,Revenue,Total Deborah Wood Equity - Other,Invoice,05/02/2018,71062,Godwin Lighting Depot:Store #404,Domes White 59x21x6 5/8 ht 120v HPF,Accounts Receivable,,81.00
3156,Revenue,Total Deborah Wood Equity - Other,Invoice,05/09/2018,71111,Baker's Professional Lighting:Store #10,Acid Verde 10x21x10 2-60 watt cand.,Accounts Receivable,,464.00
3157,Revenue,Total Deborah Wood Equity - Other,Invoice,05/09/2018,71111,Baker's Professional Lighting:Store #10,Beveled Mirror Etched Ribbed Glass (75 watt max),Accounts Receivable,,240.00
3158,Revenue,Total Deborah Wood Equity - Other,Invoice,05/09/2018,71111,Baker's Professional Lighting:Store #10,Golden Umber (100 watt)  Six Light Chandelier,Accounts Receivable,,630.00
3159,Revenue,Total Deborah Wood Equity - Other,Invoice,05/09/2018,71111,Baker's Professional Lighting:Store #10,Burnished Brass (60 watt)  w/Golden Umber Accents,Accounts Receivable,,600.00
3160,Revenue,Total Deborah Wood Equity - Other,Invoice,05/09/2018,71111,Baker's Professional Lighting:Store #10,Specialty Bulbs 100 watt (6 pack),Accounts Receivable,,22.00
3161,Revenue,Total Deborah Wood Equity - Other,Invoice,05/09/2018,71111,Baker's Professional Lighting:Store #10,Specialty Stage & Studio Bulbs  60 watt,Accounts Receivable,,26.00
3162,Revenue,Total Deborah Wood Equity - Other,Invoice,05/09/2018,71111,Baker's Professional Lighting:Store #10,Cand. Light 20 watts (8 pack),Accounts Receivable,,56.00
3163,Revenue,Total Deborah Wood Equity - Other,Invoice,05/10/2018,71068,Godwin Lighting Depot:Store #909,Vianne Lanterns Satin Antiqued Solid Brass 3-light wall latern Candelabra base (60 watt max),Accounts Receivable,,360.00
3164,Revenue,Total Deborah Wood Equity - Other,Invoice,05/10/2018,71068,Godwin Lighting Depot:Store #909,Renaissance Collection (100 watt max) Millstone Finish One-light,Accounts Receivable,,324.00
3165,Revenue,Total Deborah Wood Equity - Other,Invoice,05/10/2018,71068,Godwin Lighting Depot:Store #909,Drop Opal w/Solid Oak Frame 49 1/2 x 17 120v HPF,Accounts Receivable,,75.60
3166,Revenue,Total Deborah Wood Equity - Other,Invoice,05/10/2018,71068,Godwin Lighting Depot:Store #909,Beveled Mirror Etched Ribbed Glass (75 watt max),Accounts Receivable,,129.60
3167,Revenue,Total Deborah Wood Equity - Other,Invoice,05/10/2018,71068,Godwin Lighting Depot:Store #909,Chestnut (3/60 watt)  Marble Glass,Accounts Receivable,,585.00
3168,Revenue,Total Deborah Wood Equity - Other,Invoice,05/10/2018,71068,Godwin Lighting Depot:Store #909,2032 Series (3-60 watt Med) Desert Stone Finish,Accounts Receivable,,99.00
3169,Revenue,Total Deborah Wood Equity - Other,Invoice,05/10/2018,71068,Godwin Lighting Depot:Store #909,Pearl Nickle 5 Light Medium Base (100 watt max),Accounts Receivable,,171.00
3170,Revenue,Total Deborah Wood Equity - Other,Invoice,05/10/2018,71068,Godwin Lighting Depot:Store #909,Verona Collection Pendant Cobblestone Etched Alabaster Glass 150 watt max,Accounts Receivable,,540.00
3171,Revenue,Total Deborah Wood Equity - Other,Invoice,05/10/2018,71068,Godwin Lighting Depot:Store #909,Pendant Bar Cobblestone 50lbs. max,Accounts Receivable,,90.00
3172,Revenue,Total Deborah Wood Equity - Other,Invoice,05/10/2018,71068,Godwin Lighting Depot:Store #909,Cand. Light 20 watts (8 pack),Accounts Receivable,,75.60
3173,Revenue,Total Deborah Wood Equity - Other,Invoice,05/10/2018,71068,Godwin Lighting Depot:Store #909,Fluorescent Lamp T-12 Medium Bipin  (30pack),Accounts Receivable,,13.50
3174,Revenue,Total Deborah Wood Equity - Other,Invoice,05/10/2018,71068,Godwin Lighting Depot:Store #909,Halogen Lamp 20 watts Luminous Intensity,Accounts Receivable,,43.20
3175,Revenue,Total Deborah Wood Equity - Other,Invoice,05/10/2018,71068,Godwin Lighting Depot:Store #909,Specialty Bulbs 100 watt (6 pack),Accounts Receivable,,19.80
3176,Revenue,Total Deborah Wood Equity - Other,Invoice,05/10/2018,71068,Godwin Lighting Depot:Store #909,Specialty Stage & Studio Bulbs  60 watt,Accounts Receivable,,52.65
3177,Revenue,Total Deborah Wood Equity - Other,Invoice,05/16/2018,71095,Miscellaneous - Retail:Carlos Nazar,Acid Verde 10x21x10 2-60 watt cand.,Accounts Receivable,,580.00
3178,Revenue,Total Deborah Wood Equity - Other,Invoice,05/16/2018,71095,Miscellaneous - Retail:Carlos Nazar,Frosted Taupe (3/60 watt)  Marble Glass  ,Accounts Receivable,,620.00
3179,Revenue,Total Deborah Wood Equity - Other,Invoice,05/16/2018,71095,Miscellaneous - Retail:Carlos Nazar,Black Finish Solid Brass Clear Glass Hanging 2-60 watt max.,Accounts Receivable,,168.00
3180,Revenue,Total Deborah Wood Equity - Other,Invoice,05/16/2018,71095,Miscellaneous - Retail:Carlos Nazar,Beveled Mirror Etched Ribbed Glass (75 watt max),Accounts Receivable,,192.00
3181,Revenue,Total Deborah Wood Equity - Other,Invoice,05/16/2018,71095,Miscellaneous - Retail:Carlos Nazar,Athena Collection Pendant Textured White Med. Base 100 watt max.,Accounts Receivable,,390.00
3182,Revenue,Total Deborah Wood Equity - Other,Invoice,05/16/2018,71095,Miscellaneous - Retail:Carlos Nazar,Pendant Bar Cobblestone 50lbs. max,Accounts Receivable,,75.00
3183,Revenue,Total Deborah Wood Equity - Other,Invoice,05/16/2018,71113,Thompson Lighting Stores:Store #20,Acid Verde 10x21x10 2-60 watt cand.,Accounts Receivable,,348.00
3184,Revenue,Total Deborah Wood Equity - Other,Invoice,05/16/2018,71113,Thompson Lighting Stores:Store #20,Die Cast Lanterns Black 1-100 watt Medium Base Clear Cracked Glass,Accounts Receivable,,272.00
3185,Revenue,Total Deborah Wood Equity - Other,Invoice,05/16/2018,71113,Thompson Lighting Stores:Store #20,Polished Brass Pendant 1-100 watt Medium Base Clear Ribbed Glass,Accounts Receivable,,232.00
3186,Revenue,Total Deborah Wood Equity - Other,Invoice,05/16/2018,71113,Thompson Lighting Stores:Store #20,2032 Series (3-60 watt Med) Desert Stone Finish,Accounts Receivable,,88.00
3187,Revenue,Total Deborah Wood Equity - Other,Invoice,05/16/2018,71113,Thompson Lighting Stores:Store #20,Brushed Nickel 18x7.75x6 3-60 watt Medium Base Satin Opal Glass,Accounts Receivable,,100.00
3188,Revenue,Total Deborah Wood Equity - Other,Invoice,05/16/2018,71113,Thompson Lighting Stores:Store #20,Tapestry (8/60 watt)  Faux Alabaster Glass,Accounts Receivable,,300.00
3189,Revenue,Total Deborah Wood Equity - Other,Invoice,05/16/2018,71113,Thompson Lighting Stores:Store #20,Frosted Taupe (3/60 watt)  Marble Glass  ,Accounts Receivable,,310.00
3190,Revenue,Total Deborah Wood Equity - Other,Invoice,05/16/2018,71113,Thompson Lighting Stores:Store #20,Roman Bronze 1-light Lantern w/tail (100 watt max),Accounts Receivable,,340.00
3191,Revenue,Total Deborah Wood Equity - Other,Invoice,05/16/2018,71113,Thompson Lighting Stores:Store #20,Domes White 59x21x6 5/8 ht 120v HPF,Accounts Receivable,,135.00
3192,Revenue,Total Deborah Wood Equity - Other,Invoice,05/16/2018,71113,Thompson Lighting Stores:Store #20,Flat Glass (25 watt max) Polished Brass 4 light,Accounts Receivable,,125.00
3193,Revenue,Total Deborah Wood Equity - Other,Invoice,05/16/2018,71113,Thompson Lighting Stores:Store #20,Burnished Brass (60 watt)  w/Golden Umber Accents,Accounts Receivable,,300.00
3194,Revenue,Total Deborah Wood Equity - Other,Invoice,05/16/2018,71113,Thompson Lighting Stores:Store #20,Pearl Nickle 5 Light Medium Base (100 watt max),Accounts Receivable,,475.00
3195,Revenue,Total Deborah Wood Equity - Other,Invoice,05/18/2018,71084,Cole Home Builders:Phase 1 - Lot 5,Acid Verde 10x21x10 2-60 watt cand.,Accounts Receivable,,104.40
3196,Revenue,Total Deborah Wood Equity - Other,Invoice,05/18/2018,71084,Cole Home Builders:Phase 1 - Lot 5,Sunset Clear Glass 1-100 watt max.,Accounts Receivable,,94.50
3197,Revenue,Total Deborah Wood Equity - Other,Invoice,05/18/2018,71084,Cole Home Builders:Phase 1 - Lot 5,Tapestry (8/60 watt)  Faux Alabaster Glass,Accounts Receivable,,270.00
3198,Revenue,Total Deborah Wood Equity - Other,Invoice,05/18/2018,71084,Cole Home Builders:Phase 1 - Lot 5,Chestnut (3/60 watt)  Marble Glass,Accounts Receivable,,292.50
3199,Revenue,Total Deborah Wood Equity - Other,Invoice,05/18/2018,71084,Cole Home Builders:Phase 1 - Lot 5,Tiffany CollectionGolden Baroque 1-light lantern medium base (100 watt max),Accounts Receivable,,183.60
3200,Revenue,Total Deborah Wood Equity - Other,Invoice,05/18/2018,71084,Cole Home Builders:Phase 1 - Lot 5,2032 Series (3-60 watt Med) Desert Stone Finish,Accounts Receivable,,59.40
3201,Revenue,Total Deborah Wood Equity - Other,Invoice,05/18/2018,71084,Cole Home Builders:Phase 1 - Lot 5,Tapestry (2-60 watt Med) Etched Cracked Glass Finish 10,Accounts Receivable,,81.00
3202,Revenue,Total Deborah Wood Equity - Other,Invoice,05/18/2018,71084,Cole Home Builders:Phase 1 - Lot 5,18x8x10 Solid Brass 3-60watt Medium Base Satin Etched Glass,Accounts Receivable,,118.80
3203,Revenue,Total Deborah Wood Equity - Other,Invoice,05/18/2018,71084,Cole Home Builders:Phase 1 - Lot 5,White 4.5x7.5 1-100 watt Medium Base Satin White Glass,Accounts Receivable,,86.40
3204,Revenue,Total Deborah Wood Equity - Other,Invoice,05/18/2018,71084,Cole Home Builders:Phase 1 - Lot 5,Drop Opal w/Solid Oak Frame 49 1/2 x 17 120v HPF,Accounts Receivable,,113.40
3205,Revenue,Total Deborah Wood Equity - Other,Invoice,05/18/2018,71084,Cole Home Builders:Phase 1 - Lot 5,Verona Collection Pendant Cobblestone Etched Alabaster Glass 150 watt max,Accounts Receivable,,135.00
3206,Revenue,Total Deborah Wood Equity - Other,Invoice,05/18/2018,71084,Cole Home Builders:Phase 1 - Lot 5,Fluorescent Lamp T-12 Medium Bipin  (30pack),Accounts Receivable,,13.50
3207,Revenue,Total Deborah Wood Equity - Other,Invoice,05/18/2018,71084,Cole Home Builders:Phase 1 - Lot 5,Specialty Bulbs 100 watt (6 pack),Accounts Receivable,,49.50
3208,Revenue,Total Deborah Wood Equity - Other,Invoice,05/18/2018,71084,Cole Home Builders:Phase 1 - Lot 5,Specialty Stage & Studio Bulbs  60 watt,Accounts Receivable,,35.10
3209,Revenue,Total Deborah Wood Equity - Other,Invoice,05/19/2018,71063,Godwin Lighting Depot:Store #404,Black Finish Solid Brass Clear Glass Hanging 2-60 watt max.,Accounts Receivable,,113.40
3210,Revenue,Total Deborah Wood Equity - Other,Invoice,05/19/2018,71063,Godwin Lighting Depot:Store #404,Black Finish Solid BrassWall Mount w/Clear Glass (2x60watt max),Accounts Receivable,,337.50
3211,Revenue,Total Deborah Wood Equity - Other,Invoice,05/19/2018,71063,Godwin Lighting Depot:Store #404,Tapestry (8/60 watt)  Faux Alabaster Glass,Accounts Receivable,,540.00
3212,Revenue,Total Deborah Wood Equity - Other,Invoice,05/19/2018,71063,Godwin Lighting Depot:Store #404,Athena Collection (100 watt max) Copper Verde Seeded Glass,Accounts Receivable,,405.00
3213,Revenue,Total Deborah Wood Equity - Other,Invoice,05/19/2018,71063,Godwin Lighting Depot:Store #404,Broadway Collection Polished Chrome 4 Light (60 watt max),Accounts Receivable,,126.90
3214,Revenue,Total Deborah Wood Equity - Other,Invoice,05/19/2018,71063,Godwin Lighting Depot:Store #404,Halogen Lamp Volts:3.5  Tubular,Accounts Receivable,,9.90
3215,Revenue,Total Deborah Wood Equity - Other,Invoice,05/19/2018,71063,Godwin Lighting Depot:Store #404,Specialty Bulbs 100 watt (6 pack),Accounts Receivable,,19.80
3216,Revenue,Total Deborah Wood Equity - Other,Invoice,05/19/2018,71063,Godwin Lighting Depot:Store #404,Specialty Stage & Studio Bulbs  60 watt,Accounts Receivable,,40.95
3217,Revenue,Total Deborah Wood Equity - Other,Invoice,05/19/2018,71063,Godwin Lighting Depot:Store #404,Fluorescent Lamp T-12 Medium Bipin  (30pack),Accounts Receivable,,13.50
3218,Revenue,Total Deborah Wood Equity - Other,Invoice,05/19/2018,71063,Godwin Lighting Depot:Store #404,Domes White 59x21x6 5/8 ht 120v HPF,Accounts Receivable,,81.00
3219,Revenue,Total Deborah Wood Equity - Other,Invoice,05/22/2018,71127,Kern Lighting Warehouse:Store #34,Domes White 59x21x6 5/8 ht 120v HPF,Accounts Receivable,,6750.00
3220,Revenue,Total Deborah Wood Equity - Other,Invoice,05/22/2018,71127,Kern Lighting Warehouse:Store #34,Flush Mount Polished Brass (2 13 watt)  White acrylic diffuser,Accounts Receivable,,1700.00
3221,Revenue,Total Deborah Wood Equity - Other,Invoice,05/22/2018,71127,Kern Lighting Warehouse:Store #34,Tiffany CollectionGolden Baroque 1-light lantern medium base (100 watt max),Accounts Receivable,,306.00
3222,Revenue,Total Deborah Wood Equity - Other,Invoice,05/24/2018,71086,Cole Home Builders:Phase 1 - Lot 4,Die Cast Lanterns Black 1-100 watt Medium Base Clear Cracked Glass,Accounts Receivable,,367.20
3223,Revenue,Total Deborah Wood Equity - Other,Invoice,05/24/2018,71086,Cole Home Builders:Phase 1 - Lot 4,Tapestry (2-60 watt Med) Etched Cracked Glass Finish 10,Accounts Receivable,,243.00
3224,Revenue,Total Deborah Wood Equity - Other,Invoice,05/24/2018,71086,Cole Home Builders:Phase 1 - Lot 4,Pearl Nickle 5 Light Medium Base (100 watt max),Accounts Receivable,,342.00
3225,Revenue,Total Deborah Wood Equity - Other,Invoice,05/24/2018,71086,Cole Home Builders:Phase 1 - Lot 4,Sunset Clear Glass 1-100 watt max.,Accounts Receivable,,126.00
3226,Revenue,Total Deborah Wood Equity - Other,Invoice,05/24/2018,71086,Cole Home Builders:Phase 1 - Lot 4,Black Finish Solid Brass Clear Glass Hanging 2-60 watt max.,Accounts Receivable,,113.40
3227,Revenue,Total Deborah Wood Equity - Other,Invoice,05/24/2018,71086,Cole Home Builders:Phase 1 - Lot 4,Burnished Brass (60 watt)  w/Golden Umber Accents,Accounts Receivable,,270.00
3228,Revenue,Total Deborah Wood Equity - Other,Invoice,05/24/2018,71086,Cole Home Builders:Phase 1 - Lot 4,Chestnut (3/60 watt)  Marble Glass,Accounts Receivable,,292.50
3229,Revenue,Total Deborah Wood Equity - Other,Invoice,05/24/2018,71086,Cole Home Builders:Phase 1 - Lot 4,Pendant Bar Textured White 50lbs max,Accounts Receivable,,22.50
3230,Revenue,Total Deborah Wood Equity - Other,Invoice,05/24/2018,71086,Cole Home Builders:Phase 1 - Lot 4,Athena Collection (100 watt max) Copper Verde Seeded Glass,Accounts Receivable,,81.00
3231,Revenue,Total Deborah Wood Equity - Other,Invoice,05/24/2018,71086,Cole Home Builders:Phase 1 - Lot 4,Cand. Light 20 watts (8 pack),Accounts Receivable,,50.40
3232,Revenue,Total Deborah Wood Equity - Other,Invoice,05/24/2018,71086,Cole Home Builders:Phase 1 - Lot 4,Fluorescent Lamp T-12 Medium Bipin  (30pack),Accounts Receivable,,13.50
3233,Revenue,Total Deborah Wood Equity - Other,Invoice,05/24/2018,71086,Cole Home Builders:Phase 1 - Lot 4,Fluorescent Lamp T-5 Bipin,Accounts Receivable,,18.00
3234,Revenue,Total Deborah Wood Equity - Other,Invoice,05/24/2018,71086,Cole Home Builders:Phase 1 - Lot 4,Halogen Lamp Volts:3.5  Tubular,Accounts Receivable,,4.95
3235,Revenue,Total Deborah Wood Equity - Other,Invoice,05/24/2018,71086,Cole Home Builders:Phase 1 - Lot 4,Specialty Bulbs 100 watt (6 pack),Accounts Receivable,,19.80
3236,Revenue,Total Deborah Wood Equity - Other,Invoice,05/24/2018,71086,Cole Home Builders:Phase 1 - Lot 4,Specialty Stage & Studio Bulbs  60 watt,Accounts Receivable,,46.80
3237,Revenue,Total Deborah Wood Equity - Other,Invoice,05/24/2018,71086,Cole Home Builders:Phase 1 - Lot 4,Flat Glass (25 watt max) Polished Brass 4 light,Accounts Receivable,,90.00
3238,Revenue,Total Deborah Wood Equity - Other,Invoice,05/24/2018,71086,Cole Home Builders:Phase 1 - Lot 4,Beveled Mirror Etched Ribbed Glass (75 watt max),Accounts Receivable,,86.40
3239,Revenue,Total Deborah Wood Equity - Other,Invoice,05/30/2018,71069,Godwin Lighting Depot:Store #1020,Vianne Lanterns Satin Antiqued Solid Brass 3-light wall latern Candelabra base (60 watt max),Accounts Receivable,,360.00
3240,Revenue,Total Deborah Wood Equity - Other,Invoice,05/30/2018,71069,Godwin Lighting Depot:Store #1020,Renaissance Collection (100 watt max) Millstone Finish One-light,Accounts Receivable,,324.00
3241,Revenue,Total Deborah Wood Equity - Other,Invoice,05/30/2018,71069,Godwin Lighting Depot:Store #1020,Drop Opal w/Solid Oak Frame 49 1/2 x 17 120v HPF,Accounts Receivable,,75.60
3242,Revenue,Total Deborah Wood Equity - Other,Invoice,05/30/2018,71069,Godwin Lighting Depot:Store #1020,Beveled Mirror Etched Ribbed Glass (75 watt max),Accounts Receivable,,129.60
3243,Revenue,Total Deborah Wood Equity - Other,Invoice,05/30/2018,71069,Godwin Lighting Depot:Store #1020,Chestnut (3/60 watt)  Marble Glass,Accounts Receivable,,585.00
3244,Revenue,Total Deborah Wood Equity - Other,Invoice,05/30/2018,71069,Godwin Lighting Depot:Store #1020,2032 Series (3-60 watt Med) Desert Stone Finish,Accounts Receivable,,99.00
3245,Revenue,Total Deborah Wood Equity - Other,Invoice,05/30/2018,71069,Godwin Lighting Depot:Store #1020,Pearl Nickle 5 Light Medium Base (100 watt max),Accounts Receivable,,171.00
3246,Revenue,Total Deborah Wood Equity - Other,Invoice,05/30/2018,71069,Godwin Lighting Depot:Store #1020,Verona Collection Pendant Cobblestone Etched Alabaster Glass 150 watt max,Accounts Receivable,,540.00
3247,Revenue,Total Deborah Wood Equity - Other,Invoice,05/30/2018,71069,Godwin Lighting Depot:Store #1020,Pendant Bar Cobblestone 50lbs. max,Accounts Receivable,,90.00
3248,Revenue,Total Deborah Wood Equity - Other,Invoice,05/30/2018,71069,Godwin Lighting Depot:Store #1020,Cand. Light 20 watts (8 pack),Accounts Receivable,,75.60
3249,Revenue,Total Deborah Wood Equity - Other,Invoice,05/30/2018,71069,Godwin Lighting Depot:Store #1020,Fluorescent Lamp T-12 Medium Bipin  (30pack),Accounts Receivable,,13.50
3250,Revenue,Total Deborah Wood Equity - Other,Invoice,05/30/2018,71069,Godwin Lighting Depot:Store #1020,Halogen Lamp 20 watts Luminous Intensity,Accounts Receivable,,43.20
3251,Revenue,Total Deborah Wood Equity - Other,Invoice,05/30/2018,71069,Godwin Lighting Depot:Store #1020,Specialty Bulbs 100 watt (6 pack),Accounts Receivable,,19.80
3252,Revenue,Total Deborah Wood Equity - Other,Invoice,05/30/2018,71069,Godwin Lighting Depot:Store #1020,Specialty Stage & Studio Bulbs  60 watt,Accounts Receivable,,52.65
3253,Revenue,Total Deborah Wood Equity - Other,Invoice,05/31/2018,71083,Cole Home Builders:Phase 2 - Lot 5,Acid Verde 10x21x10 2-60 watt cand.,Accounts Receivable,,104.40
3254,Revenue,Total Deborah Wood Equity - Other,Invoice,05/31/2018,71083,Cole Home Builders:Phase 2 - Lot 5,Sunset Clear Glass 1-100 watt max.,Accounts Receivable,,94.50
3255,Revenue,Total Deborah Wood Equity - Other,Invoice,05/31/2018,71083,Cole Home Builders:Phase 2 - Lot 5,Tapestry (8/60 watt)  Faux Alabaster Glass,Accounts Receivable,,270.00
3256,Revenue,Total Deborah Wood Equity - Other,Invoice,05/31/2018,71083,Cole Home Builders:Phase 2 - Lot 5,Chestnut (3/60 watt)  Marble Glass,Accounts Receivable,,292.50
3257,Revenue,Total Deborah Wood Equity - Other,Invoice,05/31/2018,71083,Cole Home Builders:Phase 2 - Lot 5,Tiffany CollectionGolden Baroque 1-light lantern medium base (100 watt max),Accounts Receivable,,183.60
3258,Revenue,Total Deborah Wood Equity - Other,Invoice,05/31/2018,71083,Cole Home Builders:Phase 2 - Lot 5,2032 Series (3-60 watt Med) Desert Stone Finish,Accounts Receivable,,59.40
3259,Revenue,Total Deborah Wood Equity - Other,Invoice,05/31/2018,71083,Cole Home Builders:Phase 2 - Lot 5,Tapestry (2-60 watt Med) Etched Cracked Glass Finish 10,Accounts Receivable,,81.00
3260,Revenue,Total Deborah Wood Equity - Other,Invoice,05/31/2018,71083,Cole Home Builders:Phase 2 - Lot 5,18x8x10 Solid Brass 3-60watt Medium Base Satin Etched Glass,Accounts Receivable,,118.80
3261,Revenue,Total Deborah Wood Equity - Other,Invoice,05/31/2018,71083,Cole Home Builders:Phase 2 - Lot 5,White 4.5x7.5 1-100 watt Medium Base Satin White Glass,Accounts Receivable,,86.40
3262,Revenue,Total Deborah Wood Equity - Other,Invoice,05/31/2018,71083,Cole Home Builders:Phase 2 - Lot 5,Drop Opal w/Solid Oak Frame 49 1/2 x 17 120v HPF,Accounts Receivable,,113.40
3263,Revenue,Total Deborah Wood Equity - Other,Invoice,05/31/2018,71083,Cole Home Builders:Phase 2 - Lot 5,Verona Collection Pendant Cobblestone Etched Alabaster Glass 150 watt max,Accounts Receivable,,135.00
3264,Revenue,Total Deborah Wood Equity - Other,Invoice,05/31/2018,71083,Cole Home Builders:Phase 2 - Lot 5,Fluorescent Lamp T-12 Medium Bipin  (30pack),Accounts Receivable,,13.50
3265,Revenue,Total Deborah Wood Equity - Other,Invoice,05/31/2018,71083,Cole Home Builders:Phase 2 - Lot 5,Specialty Bulbs 100 watt (6 pack),Accounts Receivable,,49.50
3266,Revenue,Total Deborah Wood Equity - Other,Invoice,05/31/2018,71083,Cole Home Builders:Phase 2 - Lot 5,Specialty Stage & Studio Bulbs  60 watt,Accounts Receivable,,35.10
3267,Revenue,Total Deborah Wood Equity - Other,Invoice,06/05/2018,71096,Miscellaneous - Retail:Anne Loomis,Die Cast Lanterns Black 1-100 watt Medium Base Clear Cracked Glass,Accounts Receivable,,680.00
3268,Revenue,Total Deborah Wood Equity - Other,Invoice,06/05/2018,71096,Miscellaneous - Retail:Anne Loomis,Brushed Nickel Pendant 1-100 watt Medium Base Satin Etched Glass,Accounts Receivable,,550.00
3269,Revenue,Total Deborah Wood Equity - Other,Invoice,06/05/2018,71096,Miscellaneous - Retail:Anne Loomis,Colonial Brushed Steel Finish Opal White Glass (60 watt),Accounts Receivable,,84.00
3270,Revenue,Total Deborah Wood Equity - Other,Invoice,06/05/2018,71096,Miscellaneous - Retail:Anne Loomis,Solid Brass 4-light 25x13x10.75 4-60 watt Medium Base Satin Etched Glass,Accounts Receivable,,168.00
3271,Revenue,Total Deborah Wood Equity - Other,Invoice,06/05/2018,71096,Miscellaneous - Retail:Anne Loomis,Drop Opal w/Solid Oak Frame 49 1/2 x 17 120v HPF,Accounts Receivable,,126.00
3272,Revenue,Total Deborah Wood Equity - Other,Invoice,06/07/2018,71085,Cole Home Builders:Phase 1 - Lot 5,Die Cast Lanterns Black 1-100 watt Medium Base Clear Cracked Glass,Accounts Receivable,,367.20
3273,Revenue,Total Deborah Wood Equity - Other,Invoice,06/07/2018,71085,Cole Home Builders:Phase 1 - Lot 5,Tapestry (2-60 watt Med) Etched Cracked Glass Finish 10,Accounts Receivable,,243.00
3274,Revenue,Total Deborah Wood Equity - Other,Invoice,06/07/2018,71085,Cole Home Builders:Phase 1 - Lot 5,Pearl Nickle 5 Light Medium Base (100 watt max),Accounts Receivable,,342.00
3275,Revenue,Total Deborah Wood Equity - Other,Invoice,06/07/2018,71085,Cole Home Builders:Phase 1 - Lot 5,Sunset Clear Glass 1-100 watt max.,Accounts Receivable,,126.00
3276,Revenue,Total Deborah Wood Equity - Other,Invoice,06/07/2018,71085,Cole Home Builders:Phase 1 - Lot 5,Black Finish Solid Brass Clear Glass Hanging 2-60 watt max.,Accounts Receivable,,113.40
3277,Revenue,Total Deborah Wood Equity - Other,Invoice,06/07/2018,71085,Cole Home Builders:Phase 1 - Lot 5,Burnished Brass (60 watt)  w/Golden Umber Accents,Accounts Receivable,,270.00
